DATE_OF_SURVEY,YEAR,MONTH,DAY,REGION,BED,BED_NAME,HARVESTED,TOTAL,AVAILABLE,DATE_PREVIOUS_SURVEY,Notes,OBJECTID,KelpBed,Status,Lessee,TermEnds,Shape__Area,Shape__Length
01/13/2000,2000,1,13,Baja,110, ,0.0,100.0,50.0,09/08/1999, ,42.0,110.0,OPEN, ,,202560013.265625,77259.7554533626
01/13/2000,2000,1,13,Baja,111, ,0.0,300.0,200.0,09/08/1999, ,43.0,111.0,LEASABLE, ,,298526566.355469,106386.630850157
01/13/2000,2000,1,13,Baja,112, ,0.0,100.0,50.0,09/08/1999, ,44.0,112.0,OPEN, ,,395688317.949219,146917.363366763
01/13/2000,2000,1,13,Baja,113,Rosario Bay,2294.0,400.0,350.0,09/08/1999, ,45.0,113.0,OPEN, ,,199471140.644531,76446.9472001531
03/03/2000,2000,3,3,Southern,1,Imperial Beach,0.0,0.0,0.0,01/11/2000, ,1.0,1.0,OPEN, ,,62539860.9882813,56801.1612516689
03/03/2000,2000,3,3,Southern,2,Coronado,785.0,150.0,50.0,01/11/2000, ,2.0,2.0,OPEN, ,,199925316.175781,192832.083718717
03/03/2000,2000,3,3,Southern,3,Point Loma,785.0,150.0,50.0,01/11/2000, ,3.0,3.0,LEASED,"KNOCEAN Sciences, Inc.",2024/07/04 00:00:00+00,89235833.0039063,42773.9137463295
03/03/2000,2000,3,3,Southern,4,Del Mar,720.0,350.0,200.0,11/19/1999, ,4.0,4.0,LEASABLE, ,,135529366.433594,120677.900950876
03/03/2000,2000,3,3,Southern,5,Encinitas,145.0,75.0,25.0,01/11/2000, ,5.0,5.0,LEASABLE, ,,94460500.6835938,49936.6256761082
03/03/2000,2000,3,3,Southern,6,Las Flores,145.0,75.0,25.0,01/11/2000, ,6.0,6.0,LEASABLE, ,,189851665.910156,125176.465579217
03/03/2000,2000,3,3,Southern,7,San Onofre,90.0,100.0,75.0,11/19/1999, ,7.0,7.0,OPEN, ,,238430576.566406,104153.047657926
03/03/2000,2000,3,3,Southern,8,Capistrano Beach,90.0,100.0,75.0,11/19/1999, ,8.0,8.0,OPEN, ,,125077977.292969,54446.3560708988
03/03/2000,2000,3,3,Southern,9,San Clemente,0.0,0.0,0.0,01/11/2000, ,9.0,9.0,OPEN, ,,145543092.820313,62576.8610991644
03/03/2000,2000,3,3,Southern,13,Palos Verdes,0.0,25.0,0.0,01/11/2000, ,11.0,13.0,OPEN, ,,161349145.34375,65128.7157887485
03/03/2000,2000,3,3,Southern,14,Redondo Beach,0.0,25.0,0.0,01/11/2000, ,12.0,14.0,OPEN, ,,117153862.1875,50352.9789631703
03/03/2000,2000,3,3,Southern,32,San Augustine,0.0,0.0,0.0,01/11/2000, ,30.0,32.0,LEASABLE, ,,158967703.929688,62391.0556566511
03/03/2000,2000,3,3,Southern,33,Point Conception,0.0,0.0,0.0,01/11/2000, ,31.0,33.0,OPEN, ,,108727876.082031,46620.6604062794
03/03/2000,2000,3,3,Southern,101,San Clemente Island (S),390.0,600.0,400.0,01/11/2000, ,33.0,101.0,OPEN, ,,101219358.652344,45582.2556060464
03/03/2000,2000,3,3,Southern,102,San Clemente Island (W),1421.0,1100.0,900.0,01/11/2000, ,34.0,102.0,LEASABLE, ,,140691594.386719,61206.5048149272
03/03/2000,2000,3,3,Southern,103,San Clemente Island (N),1697.0,1600.0,1000.0,01/11/2000, ,35.0,103.0,LEASABLE, ,,211408074.585938,80402.504700318
03/03/2000,2000,3,3,Southern,110,Santa Cruz Island (N),0.0,800.0,600.0,01/11/2000, ,42.0,110.0,OPEN, ,,202560013.265625,77259.7554533626
03/03/2000,2000,3,3,Southern,111,Santa Cruz Island (W),50.0,0.0,0.0,01/11/2000, ,43.0,111.0,LEASABLE, ,,298526566.355469,106386.630850157
03/03/2000,2000,3,3,Southern,113,Santa Rosa Island (SE),0.0,0.0,0.0,01/11/2000, ,45.0,113.0,OPEN, ,,199471140.644531,76446.9472001531
03/03/2000,2000,3,3,Southern,114,Santa Rosa Island (SW),0.0,0.0,0.0,01/11/2000, ,46.0,114.0,OPEN, ,,190701412.59375,70756.7748774603
03/03/2000,2000,3,3,Southern,115,Santa Rosa Island (NW),0.0,0.0,0.0,01/11/2000, ,47.0,115.0,OPEN, ,,201911564.046875,77224.2615954811
03/03/2000,2000,3,3,Southern,117,San Miguel Island (S),0.0,0.0,0.0,01/11/2000, ,49.0,117.0,OPEN, ,,159769639.871094,68172.3467021941
03/03/2000,2000,3,3,Southern,118,San Miguel Island (N),0.0,0.0,0.0,01/11/2000, ,50.0,118.0,OPEN, ,,434676920.347656,116241.700419533
03/30/2000,2000,3,30,Baja,102, ,554.0,700.0,500.0,01/13/2000, ,34.0,102.0,LEASABLE, ,,140691594.386719,61206.5048149272
03/30/2000,2000,3,30,Baja,103, ,0.0,0.0,0.0,01/13/2000, ,35.0,103.0,LEASABLE, ,,211408074.585938,80402.504700318
03/30/2000,2000,3,30,Baja,104, ,0.0,0.0,0.0,01/13/2000, ,36.0,104.0,OPEN, ,,320241418.941406,111907.647345301
03/30/2000,2000,3,30,Baja,105, ,0.0,0.0,0.0,01/13/2000, ,37.0,105.0,OPEN, ,,792725413.082031,257727.80377374
03/30/2000,2000,3,30,Baja,106, ,0.0,100.0,0.0,01/13/2000, ,38.0,106.0,LEASABLE, ,,211337759.273438,64976.7117847029
03/30/2000,2000,3,30,Baja,107, ,0.0,0.0,0.0,01/13/2000, ,39.0,107.0,LEASABLE, ,,255297084.136719,92679.5917024506
03/30/2000,2000,3,30,Baja,108, ,0.0,200.0,100.0,01/13/2000, ,40.0,108.0,LEASABLE, ,,209651319.59375,80241.6418105785
03/30/2000,2000,3,30,Baja,109, ,0.0,0.0,0.0,01/13/2000, ,41.0,109.0,OPEN, ,,269615131.242188,88093.5111454398
03/30/2000,2000,3,30,Baja,110, ,0.0,0.0,0.0,01/13/2000, ,42.0,110.0,OPEN, ,,202560013.265625,77259.7554533626
03/30/2000,2000,3,30,Baja,111, ,0.0,300.0,100.0,01/13/2000, ,43.0,111.0,LEASABLE, ,,298526566.355469,106386.630850157
03/30/2000,2000,3,30,Baja,112, ,0.0,1000.0,800.0,01/13/2000, ,44.0,112.0,OPEN, ,,395688317.949219,146917.363366763
03/30/2000,2000,3,30,Baja,113,Rosario Bay,385.0,400.0,300.0,01/13/2000, ,45.0,113.0,OPEN, ,,199471140.644531,76446.9472001531
04/03/2000,2000,4,3,Southern,1,Imperial Beach,0.0,0.0,0.0,03/03/2000, ,1.0,1.0,OPEN, ,,62539860.9882813,56801.1612516689
04/03/2000,2000,4,3,Southern,2,Coronado,0.0,200.0,100.0,03/03/2000, ,2.0,2.0,OPEN, ,,199925316.175781,192832.083718717
04/03/2000,2000,4,3,Southern,3,Point Loma,0.0,200.0,100.0,03/03/2000, ,3.0,3.0,LEASED,"KNOCEAN Sciences, Inc.",2024/07/04 00:00:00+00,89235833.0039063,42773.9137463295
04/03/2000,2000,4,3,Southern,4,Del Mar,0.0,150.0,100.0,03/03/2000, ,4.0,4.0,LEASABLE, ,,135529366.433594,120677.900950876
04/03/2000,2000,4,3,Southern,5,Encinitas,0.0,125.0,75.0,03/03/2000, ,5.0,5.0,LEASABLE, ,,94460500.6835938,49936.6256761082
04/03/2000,2000,4,3,Southern,6,Las Flores,0.0,125.0,75.0,03/03/2000, ,6.0,6.0,LEASABLE, ,,189851665.910156,125176.465579217
04/03/2000,2000,4,3,Southern,7,San Onofre,0.0,50.0,50.0,03/03/2000, ,7.0,7.0,OPEN, ,,238430576.566406,104153.047657926
04/03/2000,2000,4,3,Southern,8,Capistrano Beach,0.0,50.0,50.0,03/03/2000, ,8.0,8.0,OPEN, ,,125077977.292969,54446.3560708988
04/03/2000,2000,4,3,Southern,13,Palos Verdes,0.0,50.0,0.0,03/03/2000, ,11.0,13.0,OPEN, ,,161349145.34375,65128.7157887485
04/03/2000,2000,4,3,Southern,14,Redondo Beach,0.0,50.0,0.0,03/03/2000, ,12.0,14.0,OPEN, ,,117153862.1875,50352.9789631703
04/03/2000,2000,4,3,Southern,16,Malibu,0.0,300.0,0.0,01/11/2000, ,14.0,16.0,LEASABLE, ,,116603857.792969,48110.9810820924
04/03/2000,2000,4,3,Southern,17,Point Dume,0.0,300.0,0.0,01/11/2000, ,15.0,17.0,LEASABLE, ,,227537582.628906,80615.5837240345
04/03/2000,2000,4,3,Southern,23,Santa Barbara Breakwater,0.0,0.0,0.0,01/11/2000, ,21.0,23.0,OPEN, ,,38846033.1523438,25595.553142593
04/03/2000,2000,4,3,Southern,24,Arroyo Burro,0.0,0.0,0.0,01/11/2000, ,22.0,24.0,CLOSED, ,,17612712.5273438,19239.7400479643
04/03/2000,2000,4,3,Southern,25,Hope Ranch,0.0,0.0,0.0,01/11/2000, ,23.0,25.0,OPEN, ,,26191806.5898438,22072.1350540989
04/03/2000,2000,4,3,Southern,28,Naples,0.0,0.0,0.0,01/11/2000, ,26.0,28.0,OPEN, ,,93585263.8632813,45572.1036179195
04/03/2000,2000,4,3,Southern,30,Tajiguas,0.0,50.0,0.0,01/11/2000, ,28.0,30.0,LEASABLE, ,,77020619.1328125,36806.1984903489
04/03/2000,2000,4,3,Southern,31,Gaviota,0.0,0.0,0.0,01/11/2000, ,29.0,31.0,LEASABLE, ,,79743753.5390625,38413.0629554234
04/03/2000,2000,4,3,Southern,32,San Augustine,0.0,0.0,0.0,03/03/2000, ,30.0,32.0,LEASABLE, ,,158967703.929688,62391.0556566511
04/03/2000,2000,4,3,Southern,101,San Clemente Island (S),416.0,400.0,200.0,03/03/2000, ,33.0,101.0,OPEN, ,,101219358.652344,45582.2556060464
04/03/2000,2000,4,3,Southern,102,San Clemente Island (W),510.0,800.0,600.0,03/03/2000, ,34.0,102.0,LEASABLE, ,,140691594.386719,61206.5048149272
04/03/2000,2000,4,3,Southern,103,San Clemente Island (N),694.0,850.0,700.0,03/03/2000, ,35.0,103.0,LEASABLE, ,,211408074.585938,80402.504700318
04/03/2000,2000,4,3,Southern,110,Santa Cruz Island (N),154.0,450.0,300.0,03/03/2000, ,42.0,110.0,OPEN, ,,202560013.265625,77259.7554533626
04/03/2000,2000,4,3,Southern,111,Santa Cruz Island (W),0.0,250.0,100.0,03/03/2000, ,43.0,111.0,LEASABLE, ,,298526566.355469,106386.630850157
04/03/2000,2000,4,3,Southern,113,Santa Rosa Island (SE),0.0,0.0,0.0,03/03/2000, ,45.0,113.0,OPEN, ,,199471140.644531,76446.9472001531
04/03/2000,2000,4,3,Southern,114,Santa Rosa Island (SW),0.0,0.0,0.0,03/03/2000, ,46.0,114.0,OPEN, ,,190701412.59375,70756.7748774603
04/03/2000,2000,4,3,Southern,115,Santa Rosa Island (NW),0.0,0.0,0.0,03/03/2000, ,47.0,115.0,OPEN, ,,201911564.046875,77224.2615954811
04/03/2000,2000,4,3,Southern,117,San Miguel Island (S),0.0,100.0,50.0,03/03/2000, ,49.0,117.0,OPEN, ,,159769639.871094,68172.3467021941
04/03/2000,2000,4,3,Southern,118,San Miguel Island (N),0.0,0.0,0.0,03/03/2000, ,50.0,118.0,OPEN, ,,434676920.347656,116241.700419533
04/21/2000,2000,4,21,Central,208,Point Estero,2017.0,0.0,0.0,09/02/1999, ,57.0,208.0,LEASABLE, ,,131440454.113281,54022.9911876678
04/21/2000,2000,4,21,Central,209,Cambria,420.0,0.0,0.0,09/02/1999, ,58.0,209.0,LEASABLE, ,,113392509.382813,50187.5057410499
04/21/2000,2000,4,21,Central,210,San Simeon,0.0,0.0,0.0,09/02/1999, ,59.0,210.0,LEASABLE, ,,93114062.640625,42466.4877224455
04/21/2000,2000,4,21,Central,211,Ragged Point,0.0,0.0,0.0,09/02/1999, ,60.0,211.0,LEASABLE, ,,180541262.195313,69790.3299837214
04/21/2000,2000,4,21,Central,212,Bird Rock,0.0,0.0,0.0,09/02/1999, ,61.0,212.0,LEASABLE, ,,108272415.273438,45993.0778997862
04/21/2000,2000,4,21,Central,213,Cape San Martin,0.0,0.0,0.0,09/02/1999, ,62.0,213.0,OPEN, ,,182413502.269531,66912.8529890952
04/21/2000,2000,4,21,Central,214,Lopez Point,0.0,0.0,0.0,09/02/1999, ,63.0,214.0,LEASABLE, ,,190496725.132813,71296.7864156144
04/21/2000,2000,4,21,Central,215,Pfeiffer Point,284.0,0.0,0.0,09/02/1999, ,64.0,215.0,OPEN, ,,95999029.2539063,42675.0467074743
04/21/2000,2000,4,21,Central,216,Big Sur,750.0,0.0,0.0,09/02/1999, ,65.0,216.0,LEASABLE, ,,107893424.28125,46350.3541402648
04/21/2000,2000,4,21,Central,217,Point Sur,0.0,0.0,0.0,09/02/1999, ,66.0,217.0,OPEN, ,,231965286.355469,90216.5337860626
04/21/2000,2000,4,21,Central,219,Carmel Bay,0.0,0.0,0.0,09/02/1999, ,68.0,219.0,OPEN, ,,78839781.0429688,44329.762802577
04/21/2000,2000,4,21,Central,220,Monterey,0.0,0.0,0.0,09/02/1999, ,69.0,220.0,OPEN, ,,152980163.273438,65193.5169392731
05/09/2000,2000,5,9,Southern,2,Coronado,73.0,0.0,0.0,04/03/2000, ,2.0,2.0,OPEN, ,,199925316.175781,192832.083718717
05/09/2000,2000,5,9,Southern,3,Point Loma,73.0,0.0,0.0,04/03/2000, ,3.0,3.0,LEASED,"KNOCEAN Sciences, Inc.",2024/07/04 00:00:00+00,89235833.0039063,42773.9137463295
05/09/2000,2000,5,9,Southern,4,Del Mar,0.0,0.0,0.0,04/03/2000, ,4.0,4.0,LEASABLE, ,,135529366.433594,120677.900950876
05/09/2000,2000,5,9,Southern,5,Encinitas,0.0,100.0,50.0,04/03/2000, ,5.0,5.0,LEASABLE, ,,94460500.6835938,49936.6256761082
05/09/2000,2000,5,9,Southern,6,Las Flores,0.0,100.0,50.0,04/03/2000, ,6.0,6.0,LEASABLE, ,,189851665.910156,125176.465579217
05/09/2000,2000,5,9,Southern,9,San Clemente,0.0,0.0,0.0,03/03/2000, ,9.0,9.0,OPEN, ,,145543092.820313,62576.8610991644
05/09/2000,2000,5,9,Southern,13,Palos Verdes,0.0,50.0,25.0,04/03/2000, ,11.0,13.0,OPEN, ,,161349145.34375,65128.7157887485
05/09/2000,2000,5,9,Southern,14,Redondo Beach,0.0,50.0,25.0,04/03/2000, ,12.0,14.0,OPEN, ,,117153862.1875,50352.9789631703
05/09/2000,2000,5,9,Southern,16,Malibu,0.0,300.0,0.0,04/03/2000, ,14.0,16.0,LEASABLE, ,,116603857.792969,48110.9810820924
05/09/2000,2000,5,9,Southern,17,Point Dume,0.0,300.0,0.0,04/03/2000, ,15.0,17.0,LEASABLE, ,,227537582.628906,80615.5837240345
05/09/2000,2000,5,9,Southern,23,Santa Barbara Breakwater,0.0,0.0,0.0,04/03/2000, ,21.0,23.0,OPEN, ,,38846033.1523438,25595.553142593
05/09/2000,2000,5,9,Southern,24,Arroyo Burro,0.0,0.0,0.0,04/03/2000, ,22.0,24.0,CLOSED, ,,17612712.5273438,19239.7400479643
05/09/2000,2000,5,9,Southern,25,Hope Ranch,0.0,0.0,0.0,04/03/2000, ,23.0,25.0,OPEN, ,,26191806.5898438,22072.1350540989
05/09/2000,2000,5,9,Southern,28,Naples,0.0,0.0,0.0,04/03/2000, ,26.0,28.0,OPEN, ,,93585263.8632813,45572.1036179195
05/09/2000,2000,5,9,Southern,30,Tajiguas,0.0,0.0,0.0,04/03/2000, ,28.0,30.0,LEASABLE, ,,77020619.1328125,36806.1984903489
05/09/2000,2000,5,9,Southern,31,Gaviota,0.0,0.0,0.0,04/03/2000, ,29.0,31.0,LEASABLE, ,,79743753.5390625,38413.0629554234
05/09/2000,2000,5,9,Southern,32,San Augustine,0.0,0.0,0.0,04/03/2000, ,30.0,32.0,LEASABLE, ,,158967703.929688,62391.0556566511
05/09/2000,2000,5,9,Southern,33,Point Conception,0.0,0.0,0.0,03/03/2000, ,31.0,33.0,OPEN, ,,108727876.082031,46620.6604062794
05/09/2000,2000,5,9,Southern,101,San Clemente Island (S),30.0,400.0,300.0,04/03/2000, ,33.0,101.0,OPEN, ,,101219358.652344,45582.2556060464
05/09/2000,2000,5,9,Southern,102,San Clemente Island (W),0.0,2800.0,1200.0,04/03/2000, ,34.0,102.0,LEASABLE, ,,140691594.386719,61206.5048149272
05/09/2000,2000,5,9,Southern,103,San Clemente Island (N),508.0,3500.0,1800.0,04/03/2000, ,35.0,103.0,LEASABLE, ,,211408074.585938,80402.504700318
05/09/2000,2000,5,9,Southern,110,Santa Cruz Island (N),0.0,300.0,200.0,04/03/2000, ,42.0,110.0,OPEN, ,,202560013.265625,77259.7554533626
05/09/2000,2000,5,9,Southern,111,Santa Cruz Island (W),0.0,100.0,50.0,04/03/2000, ,43.0,111.0,LEASABLE, ,,298526566.355469,106386.630850157
05/09/2000,2000,5,9,Southern,113,Santa Rosa Island (SE),0.0,0.0,0.0,04/03/2000, ,45.0,113.0,OPEN, ,,199471140.644531,76446.9472001531
05/09/2000,2000,5,9,Southern,114,Santa Rosa Island (SW),0.0,0.0,0.0,04/03/2000, ,46.0,114.0,OPEN, ,,190701412.59375,70756.7748774603
05/09/2000,2000,5,9,Southern,115,Santa Rosa Island (NW),0.0,50.0,0.0,04/03/2000, ,47.0,115.0,OPEN, ,,201911564.046875,77224.2615954811
05/09/2000,2000,5,9,Southern,117,San Miguel Island (S),0.0,200.0,150.0,04/03/2000, ,49.0,117.0,OPEN, ,,159769639.871094,68172.3467021941
05/09/2000,2000,5,9,Southern,118,San Miguel Island (N),0.0,0.0,0.0,04/03/2000, ,50.0,118.0,OPEN, ,,434676920.347656,116241.700419533
06/05/2000,2000,6,5,Baja,102, ,746.0,1200.0,1000.0,03/30/2000, ,34.0,102.0,LEASABLE, ,,140691594.386719,61206.5048149272
06/05/2000,2000,6,5,Baja,103, ,0.0,200.0,100.0,03/30/2000, ,35.0,103.0,LEASABLE, ,,211408074.585938,80402.504700318
06/05/2000,2000,6,5,Baja,104, ,0.0,0.0,0.0,03/30/2000, ,36.0,104.0,OPEN, ,,320241418.941406,111907.647345301
06/05/2000,2000,6,5,Baja,105, ,0.0,0.0,0.0,03/30/2000, ,37.0,105.0,OPEN, ,,792725413.082031,257727.80377374
06/05/2000,2000,6,5,Baja,106, ,0.0,2000.0,1600.0,03/30/2000, ,38.0,106.0,LEASABLE, ,,211337759.273438,64976.7117847029
06/05/2000,2000,6,5,Baja,107, ,0.0,150.0,100.0,03/30/2000, ,39.0,107.0,LEASABLE, ,,255297084.136719,92679.5917024506
06/05/2000,2000,6,5,Baja,108, ,0.0,600.0,400.0,03/30/2000, ,40.0,108.0,LEASABLE, ,,209651319.59375,80241.6418105785
06/05/2000,2000,6,5,Baja,109, ,0.0,0.0,0.0,03/30/2000, ,41.0,109.0,OPEN, ,,269615131.242188,88093.5111454398
06/05/2000,2000,6,5,Baja,110, ,0.0,400.0,200.0,03/30/2000, ,42.0,110.0,OPEN, ,,202560013.265625,77259.7554533626
06/05/2000,2000,6,5,Baja,111, ,0.0,800.0,500.0,03/30/2000, ,43.0,111.0,LEASABLE, ,,298526566.355469,106386.630850157
06/05/2000,2000,6,5,Baja,112, ,410.0,800.0,400.0,03/30/2000, ,44.0,112.0,OPEN, ,,395688317.949219,146917.363366763
06/05/2000,2000,6,5,Baja,113,Rosario Bay,0.0,3000.0,2000.0,03/30/2000, ,45.0,113.0,OPEN, ,,199471140.644531,76446.9472001531
06/06/2000,2000,6,6,Southern,2,Coronado,15.0,300.0,150.0,05/09/2000, ,2.0,2.0,OPEN, ,,199925316.175781,192832.083718717
06/06/2000,2000,6,6,Southern,3,Point Loma,14.0,300.0,150.0,05/09/2000, ,3.0,3.0,LEASED,"KNOCEAN Sciences, Inc.",2024/07/04 00:00:00+00,89235833.0039063,42773.9137463295
06/06/2000,2000,6,6,Southern,4,Del Mar,0.0,200.0,100.0,05/09/2000, ,4.0,4.0,LEASABLE, ,,135529366.433594,120677.900950876
06/06/2000,2000,6,6,Southern,5,Encinitas,0.0,150.0,75.0,05/09/2000, ,5.0,5.0,LEASABLE, ,,94460500.6835938,49936.6256761082
06/06/2000,2000,6,6,Southern,6,Las Flores,0.0,150.0,75.0,05/09/2000, ,6.0,6.0,LEASABLE, ,,189851665.910156,125176.465579217
06/06/2000,2000,6,6,Southern,7,San Onofre,50.0,0.0,0.0,04/03/2000, ,7.0,7.0,OPEN, ,,238430576.566406,104153.047657926
06/06/2000,2000,6,6,Southern,8,Capistrano Beach,50.0,0.0,0.0,04/03/2000, ,8.0,8.0,OPEN, ,,125077977.292969,54446.3560708988
06/06/2000,2000,6,6,Southern,9,San Clemente,0.0,0.0,0.0,05/09/2000, ,9.0,9.0,OPEN, ,,145543092.820313,62576.8610991644
06/06/2000,2000,6,6,Southern,13,Palos Verdes,0.0,50.0,0.0,05/09/2000, ,11.0,13.0,OPEN, ,,161349145.34375,65128.7157887485
